id,question,category,tags
7919,Can I take METHYLPHENIDATE HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;interactions;nsaid
7920,Who should not take METHYLPHENIDATE HYDROCHLORIDE?,Contraindications,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;contraindications
7921,How should I take METHYLPHENIDATE HYDROCHLORIDE?,Dosage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;dosage
7922,What is the recommended dose of METHYLPHENIDATE HYDROCHLORIDE?,Dosage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;dosage
7923,Can I take METHYLPHENIDATE HYDROCHLORIDE with food?,Dosage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;dosage;food
7924,Is METHYLPHENIDATE HYDROCHLORIDE safe during pregnancy?,Pregnancy,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;pregnancy
7925,What are the side effects of METHYLPHENIDATE HYDROCHLORIDE?,Adverse Reactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;side effects
7926,Does METHYLPHENIDATE HYDROCHLORIDE cause drowsiness?,Adverse Reactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;drowsiness
7927,Can I take METHYLPHENIDATE HYDROCHLORIDE with alcohol?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;alcohol;interactions
7928,Can I take METHYLPHENIDATE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;interactions
7929,How do I store METHYLPHENIDATE HYDROCHLORIDE?,Storage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;storage
7930,What if I miss a dose of METHYLPHENIDATE HYDROCHLORIDE?,Dosage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;missed dose
7931,Is METHYLPHENIDATE HYDROCHLORIDE safe for children?,Children,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;children;pediatric
7932,Can I take METHYLPHENIDATE HYDROCHLORIDE if I have kidney disease?,Special Populations,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;kidney
7933,Can I take METHYLPHENIDATE HYDROCHLORIDE if I have liver disease?,Special Populations,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;liver
7934,Does METHYLPHENIDATE HYDROCHLORIDE expire? How long can I keep it?,Storage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;expiration
7935,What should I do if I take too much METHYLPHENIDATE HYDROCHLORIDE?,Overdose,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;overdose
7936,What should I know about METHYLPHENIDATE HYDROCHLORIDE before taking it?,General,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant
7937,Can I take Methylin with other medications?,Drug Interactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;methylin;brand
7938,What are the side effects of Metadate?,Adverse Reactions,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;metadate;brand
7939,How should I take Ritalin?,Dosage,methylphenidate hydrochloride;fda;label;methylin;metadate;ritalin;concerta;quillivant;ritalin;brand
7940,What are the warnings for SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Warnings,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;warnings
7941,Should I avoid SULFAMETHOXAZOLE AND TRIMETHOPRIM if I have certain conditions?,Warnings,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;warnings;contraindications
7942,Does SULFAMETHOXAZOLE AND TRIMETHOPRIM interact with other medications?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;interactions
7943,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM with blood pressure medication?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;interactions;blood pressure
7944,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM with ibuprofen or aspirin?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;interactions;nsaid
7945,Who should not take SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Contraindications,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;contraindications
7946,How should I take SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Dosage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;dosage
7947,What is the recommended dose of SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Dosage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;dosage
7948,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM with food?,Dosage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;dosage;food
7949,Is SULFAMETHOXAZOLE AND TRIMETHOPRIM safe during pregnancy?,Pregnancy,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;pregnancy
7950,What are the side effects of SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Adverse Reactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;side effects
7951,Does SULFAMETHOXAZOLE AND TRIMETHOPRIM cause drowsiness?,Adverse Reactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;drowsiness
7952,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM with alcohol?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;alcohol;interactions
7953,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM with my other prescriptions?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;interactions
7954,How do I store SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Storage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;storage
7955,What if I miss a dose of SULFAMETHOXAZOLE AND TRIMETHOPRIM?,Dosage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;missed dose
7956,Is SULFAMETHOXAZOLE AND TRIMETHOPRIM safe for children?,Children,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;children;pediatric
7957,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM if I have kidney disease?,Special Populations,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;kidney
7958,Can I take SULFAMETHOXAZOLE AND TRIMETHOPRIM if I have liver disease?,Special Populations,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;liver
7959,Does SULFAMETHOXAZOLE AND TRIMETHOPRIM expire? How long can I keep it?,Storage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;expiration
7960,Can I take Sulfatrim with other medications?,Drug Interactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;sulfatrim;brand
7961,What are the side effects of Bactrim?,Adverse Reactions,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;bactrim;brand
7962,How should I take Sulfatrim?,Dosage,sulfamethoxazole and trimethoprim;fda;label;sulfatrim;bactrim;sulfatrim;brand
7963,What are the warnings for CETIRIZINE HCL?,Warnings,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;warnings
7964,Should I avoid CETIRIZINE HCL if I have certain conditions?,Warnings,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;warnings;contraindications
7965,How should I take CETIRIZINE HCL?,Dosage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage
7966,What is the recommended dose of CETIRIZINE HCL?,Dosage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage
7967,Can I take CETIRIZINE HCL with food?,Dosage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage;food
7968,Is CETIRIZINE HCL safe during pregnancy?,Pregnancy,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;pregnancy
7969,Can I take CETIRIZINE HCL with alcohol?,Drug Interactions,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;alcohol;interactions
7970,Can I take CETIRIZINE HCL with my other prescriptions?,Drug Interactions,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;interactions
7971,How do I store CETIRIZINE HCL?,Storage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;storage
7972,What if I miss a dose of CETIRIZINE HCL?,Dosage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;missed dose
7973,Is CETIRIZINE HCL safe for children?,Children,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;children;pediatric
7974,Can I take CETIRIZINE HCL if I have kidney disease?,Special Populations,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;kidney
7975,Can I take CETIRIZINE HCL if I have liver disease?,Special Populations,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;liver
7976,Does CETIRIZINE HCL expire? How long can I keep it?,Storage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;expiration
7977,What should I do if I take too much CETIRIZINE HCL?,Overdose,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;overdose
7978,What should I know about CETIRIZINE HCL before taking it?,General,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
7979,What should I know about CETIRIZINE HCL before taking it?,General,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
7980,What should I know about CETIRIZINE HCL before taking it?,General,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
7981,What should I know about CETIRIZINE HCL before taking it?,General,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
7982,What should I know about CETIRIZINE HCL before taking it?,General,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
7983,Can I take Zyrtec with other medications?,Drug Interactions,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;zyrtec;brand
7984,What are the side effects of Aller-Tec D?,Adverse Reactions,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;aller-tec d;brand
7985,How should I take Wal Zyr D?,Dosage,cetirizine hcl;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;wal zyr d;brand
7986,Does PANTOPRAZOLE SODIUM interact with other medications?,Drug Interactions,pantoprazole sodium;fda;label;interactions
7987,Can I take PANTOPRAZOLE SODIUM with blood pressure medication?,Drug Interactions,pantoprazole sodium;fda;label;interactions;blood pressure
7988,Can I take PANTOPRAZOLE SODIUM with ibuprofen or aspirin?,Drug Interactions,pantoprazole sodium;fda;label;interactions;nsaid
7989,Who should not take PANTOPRAZOLE SODIUM?,Contraindications,pantoprazole sodium;fda;label;contraindications
7990,How should I take PANTOPRAZOLE SODIUM?,Dosage,pantoprazole sodium;fda;label;dosage
7991,What is the recommended dose of PANTOPRAZOLE SODIUM?,Dosage,pantoprazole sodium;fda;label;dosage
7992,Can I take PANTOPRAZOLE SODIUM with food?,Dosage,pantoprazole sodium;fda;label;dosage;food
7993,Is PANTOPRAZOLE SODIUM safe during pregnancy?,Pregnancy,pantoprazole sodium;fda;label;pregnancy
7994,What are the side effects of PANTOPRAZOLE SODIUM?,Adverse Reactions,pantoprazole sodium;fda;label;side effects
7995,Does PANTOPRAZOLE SODIUM cause drowsiness?,Adverse Reactions,pantoprazole sodium;fda;label;drowsiness
7996,Can I take PANTOPRAZOLE SODIUM with alcohol?,Drug Interactions,pantoprazole sodium;fda;label;alcohol;interactions
7997,Can I take PANTOPRAZOLE SODIUM with my other prescriptions?,Drug Interactions,pantoprazole sodium;fda;label;interactions
7998,How do I store PANTOPRAZOLE SODIUM?,Storage,pantoprazole sodium;fda;label;storage
7999,What if I miss a dose of PANTOPRAZOLE SODIUM?,Dosage,pantoprazole sodium;fda;label;missed dose
8000,Is PANTOPRAZOLE SODIUM safe for children?,Children,pantoprazole sodium;fda;label;children;pediatric
8001,Can I take PANTOPRAZOLE SODIUM if I have kidney disease?,Special Populations,pantoprazole sodium;fda;label;kidney
8002,Can I take PANTOPRAZOLE SODIUM if I have liver disease?,Special Populations,pantoprazole sodium;fda;label;liver
8003,Does PANTOPRAZOLE SODIUM expire? How long can I keep it?,Storage,pantoprazole sodium;fda;label;expiration
8004,What should I do if I take too much PANTOPRAZOLE SODIUM?,Overdose,pantoprazole sodium;fda;label;overdose
8005,What should I know about PANTOPRAZOLE SODIUM before taking it?,General,pantoprazole sodium;fda;label
8006,What are the warnings for WITCH HAZEL?,Warnings,witch hazel;fda;label;tucks;a.e.r. witch hazel;warnings
8007,Should I avoid WITCH HAZEL if I have certain conditions?,Warnings,witch hazel;fda;label;tucks;a.e.r. witch hazel;warnings;contraindications
8008,How should I take WITCH HAZEL?,Dosage,witch hazel;fda;label;tucks;a.e.r. witch hazel;dosage
8009,What is the recommended dose of WITCH HAZEL?,Dosage,witch hazel;fda;label;tucks;a.e.r. witch hazel;dosage
8010,Can I take WITCH HAZEL with food?,Dosage,witch hazel;fda;label;tucks;a.e.r. witch hazel;dosage;food
8011,What are the side effects of WITCH HAZEL?,Adverse Reactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;side effects
8012,Does WITCH HAZEL cause drowsiness?,Adverse Reactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;drowsiness
8013,Can I take WITCH HAZEL with alcohol?,Drug Interactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;alcohol;interactions
8014,Can I take WITCH HAZEL with my other prescriptions?,Drug Interactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;interactions
8015,How do I store WITCH HAZEL?,Storage,witch hazel;fda;label;tucks;a.e.r. witch hazel;storage
8016,What if I miss a dose of WITCH HAZEL?,Dosage,witch hazel;fda;label;tucks;a.e.r. witch hazel;missed dose
8017,Is WITCH HAZEL safe for children?,Children,witch hazel;fda;label;tucks;a.e.r. witch hazel;children;pediatric
8018,Can I take WITCH HAZEL if I have kidney disease?,Special Populations,witch hazel;fda;label;tucks;a.e.r. witch hazel;kidney
8019,Can I take WITCH HAZEL if I have liver disease?,Special Populations,witch hazel;fda;label;tucks;a.e.r. witch hazel;liver
8020,Does WITCH HAZEL expire? How long can I keep it?,Storage,witch hazel;fda;label;tucks;a.e.r. witch hazel;expiration
8021,What should I do if I take too much WITCH HAZEL?,Overdose,witch hazel;fda;label;tucks;a.e.r. witch hazel;overdose
8022,What should I know about WITCH HAZEL before taking it?,General,witch hazel;fda;label;tucks;a.e.r. witch hazel
8023,What should I know about WITCH HAZEL before taking it?,General,witch hazel;fda;label;tucks;a.e.r. witch hazel
8024,What should I know about WITCH HAZEL before taking it?,General,witch hazel;fda;label;tucks;a.e.r. witch hazel
8025,What should I know about WITCH HAZEL before taking it?,General,witch hazel;fda;label;tucks;a.e.r. witch hazel
8026,Can I take Tucks with other medications?,Drug Interactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;tucks;brand
8027,What are the side effects of A.E.R. Witch Hazel?,Adverse Reactions,witch hazel;fda;label;tucks;a.e.r. witch hazel;a.e.r. witch hazel;brand
8028,How should I take Tucks?,Dosage,witch hazel;fda;label;tucks;a.e.r. witch hazel;tucks;brand
8029,"What are the warnings for ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL?",Warnings,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;warnings"
8030,"Should I avoid ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL if I have certain conditions?",Warnings,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;warnings;contraindications"
8031,"How should I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL?",Dosage,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;dosage"
8032,"What is the recommended dose of ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL?",Dosage,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;dosage"
8033,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL with food?",Dosage,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;dosage;food"
8034,"Is ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL safe during pregnancy?",Pregnancy,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;pregnancy"
8035,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL with alcohol?",Drug Interactions,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;alcohol;interactions"
8036,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL with my other prescriptions?",Drug Interactions,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;interactions"
8037,"How do I store ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL?",Storage,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;storage"
8038,"What if I miss a dose of ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL?",Dosage,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;missed dose"
8039,"Is ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL safe for children?",Children,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;children;pediatric"
8040,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL if I have kidney disease?",Special Populations,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl;fda;label;kidney"
